id,'checking_status','duration','credit_history','purpose','credit_amount','savings_status','employment','installment_commitment','personal_status','other_parties','residence_since','property_magnitude','age','other_payment_plans','housing','existing_credits','job','num_dependents','own_telephone','foreign_worker','class'
LON541,0<=X<200,12,existing paid,radio/tv,168740,Less than 10000,<1,1,male mar/wid,none,1,real estate,23,none,rent,1,skilled,1,none,yes,bad
LON542,no checking,24,delayed previously,new car,223520,Less than 10000,>=7,4,male single,none,4,no known property,60,none,for free,2,skilled,1,yes,yes,good
LON543,<0,30,existing paid,furniture/equipment,698500,No Savings,>=7,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,yes,bad
LON544,>=200,18,existing paid,furniture/equipment,315040,Less than 10000,1<=X<4,2,male single,none,1,real estate,34,none,own,1,unskilled resident,2,none,yes,bad
LON545,no checking,12,critical/other existing credit,new car,138050,Less than 10000,>=7,4,male single,none,4,real estate,61,none,own,2,unskilled resident,1,none,yes,good
LON546,<0,24,delayed previously,new car,146630,Less than 10000,unemployed,4,male single,none,2,real estate,43,none,for free,2,skilled,2,none,yes,bad
LON547,no checking,24,critical/other existing credit,new car,222420,Less than 10000,1<=X<4,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,yes,good
LON548,no checking,24,existing paid,radio/tv,170720,Less than 10000,4<=X<7,3,male single,none,1,car,32,bank,own,1,skilled,2,none,yes,good
LON549,<0,12,all paid,radio/tv,68860,Less than 10000,1<=X<4,4,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,bad
LON550,no checking,48,critical/other existing credit,used car,974380,No Savings,4<=X<7,2,male single,none,1,no known property,35,none,for free,2,skilled,1,yes,yes,good
LON551,no checking,12,critical/other existing credit,repairs,109560,No Savings,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,own,2,skilled,1,none,yes,good
LON552,no checking,6,all paid,radio/tv,192500,50000 - 99999,>=7,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,yes,good
LON553,<0,48,existing paid,radio/tv,769890,Less than 10000,4<=X<7,1,male mar/wid,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes,bad
LON554,0<=X<200,12,critical/other existing credit,new car,219450,10000 - 49999,<1,4,male single,none,1,car,27,none,own,1,skilled,1,none,yes,good
LON555,0<=X<200,9,existing paid,education,131890,Less than 10000,4<=X<7,4,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON556,0<=X<200,12,existing paid,radio/tv,146410,Less than 10000,<1,2,male single,none,1,car,22,stores,own,1,skilled,1,none,yes,bad
LON557,0<=X<200,18,no credits/all paid,new car,250580,10000 - 49999,<1,3,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,yes,bad
LON558,no checking,21,no credits/all paid,new car,550330,No Savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,yes,yes,bad
LON559,<0,24,all paid,furniture/equipment,390720,Less than 10000,4<=X<7,3,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,bad
LON560,0<=X<200,18,critical/other existing credit,furniture/equipment,212080,Less than 10000,<1,2,male single,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes,bad
LON561,<0,24,existing paid,used car,326040,No Savings,>=7,4,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,good
LON562,<0,24,all paid,radio/tv,170060,Less than 10000,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,bad
LON563,>=200,6,delayed previously,radio/tv,75130,Less than 10000,<1,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,yes,good
LON564,0<=X<200,36,existing paid,new car,1362790,No Savings,1<=X<4,1,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,bad
LON565,0<=X<200,24,delayed previously,business,518320,No Savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON566,0<=X<200,24,delayed previously,radio/tv,170830,10000 - 49999,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,yes,good
LON567,<0,12,existing paid,new car,150920,Less than 10000,4<=X<7,2,male div/sep,none,3,car,36,none,own,1,skilled,1,none,yes,bad
LON568,no checking,24,critical/other existing credit,radio/tv,283580,"1,00000 or Above",>=7,2,male single,none,2,car,34,none,own,1,skilled,1,none,yes,good
LON569,0<=X<200,48,existing paid,radio/tv,437690,No Savings,4<=X<7,4,male single,none,1,car,41,none,own,2,skilled,2,yes,yes,good
LON570,<0,48,existing paid,radio/tv,743380,Less than 10000,1<=X<4,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,yes,bad
LON571,<0,24,existing paid,furniture/equipment,355740,Less than 10000,<1,4,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes,bad
LON572,no checking,30,critical/other existing credit,radio/tv,654940,Less than 10000,4<=X<7,3,male single,co applicant,2,car,38,none,own,1,skilled,1,none,yes,good
LON573,no checking,24,existing paid,used car,597630,No Savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
LON574,<0,15,existing paid,business,88660,Less than 10000,1<=X<4,4,female div/dep/mar,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes,good
LON575,0<=X<200,9,existing paid,radio/tv,119020,Less than 10000,>=7,4,male single,none,4,car,27,none,own,2,unskilled resident,1,none,yes,good
LON576,no checking,15,critical/other existing credit,furniture/equipment,306680,Less than 10000,4<=X<7,2,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,good
LON577,0<=X<200,12,existing paid,radio/tv,322300,Less than 10000,4<=X<7,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
LON578,no checking,24,critical/other existing credit,education,211970,No Savings,1<=X<4,3,female div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes,good
LON579,0<=X<200,36,critical/other existing credit,new car,310200,Less than 10000,<1,4,male div/sep,none,4,car,27,none,own,2,skilled,1,none,yes,bad
LON580,no checking,24,existing paid,retraining,103070,Less than 10000,<1,4,male mar/wid,none,3,car,27,none,own,2,unskilled resident,1,none,yes,good
LON581,0<=X<200,18,critical/other existing credit,new car,116160,Less than 10000,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,bad
LON582,0<=X<200,12,critical/other existing credit,new car,343640,Less than 10000,<1,1,male single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,good
LON583,no checking,9,existing paid,furniture/equipment,152680,Less than 10000,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,yes,good
LON584,0<=X<200,36,existing paid,repairs,262240,Less than 10000,<1,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes,bad
LON585,no checking,12,existing paid,new car,234630,No Savings,>=7,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON586,<0,18,existing paid,furniture/equipment,224290,Less than 10000,1<=X<4,1,female div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,bad
LON587,<0,9,critical/other existing credit,new car,307890,Less than 10000,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,good
LON588,<0,12,existing paid,furniture/equipment,141790,Less than 10000,1<=X<4,4,male single,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes,good
LON589,<0,18,existing paid,domestic appliance,133870,Less than 10000,1<=X<4,4,male mar/wid,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes,bad
LON590,<0,12,critical/other existing credit,furniture/equipment,247060,Less than 10000,>=7,3,male single,none,3,life insurance,60,none,own,2,skilled,1,none,yes,bad
LON591,<0,12,critical/other existing credit,radio/tv,42350,Less than 10000,4<=X<7,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes,good
LON592,0<=X<200,24,delayed previously,new car,216150,No Savings,1<=X<4,4,female div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes,good
LON593,no checking,21,existing paid,business,172920,"1,00000 or Above",>=7,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,good
LON594,0<=X<200,24,existing paid,new car,298980,Less than 10000,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes,bad
LON595,<0,24,all paid,other,149380,No Savings,>=7,4,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON596,0<=X<200,6,all paid,new car,102410,10000 - 49999,<1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes,bad
LON597,<0,24,existing paid,new car,158620,Less than 10000,4<=X<7,4,female div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes,bad
LON598,0<=X<200,24,no credits/all paid,business,466510,Less than 10000,1<=X<4,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes,bad
LON599,no checking,18,critical/other existing credit,new car,305250,Less than 10000,4<=X<7,2,male single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,bad
LON600,no checking,24,delayed previously,business,424930,Less than 10000,1<=X<4,1,male single,none,2,no known property,32,none,for free,1,skilled,1,none,yes,good
LON601,0<=X<200,7,existing paid,radio/tv,256190,Less than 10000,<1,1,female div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,good
LON602,0<=X<200,9,existing paid,furniture/equipment,100980,Less than 10000,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,bad
LON603,0<=X<200,24,all paid,education,202070,Less than 10000,4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,bad
LON604,no checking,36,existing paid,furniture/equipment,368390,Less than 10000,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON605,>=200,10,existing paid,furniture/equipment,140250,Less than 10000,<1,4,female div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,none,yes,good
LON606,<0,24,all paid,furniture/equipment,311080,50000 - 99999,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
LON607,no checking,24,critical/other existing credit,business,497860,Less than 10000,1<=X<4,3,male single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON608,0<=X<200,36,existing paid,radio/tv,293810,10000 - 49999,1<=X<4,4,female div/dep/mar,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,bad
LON609,no checking,18,existing paid,radio/tv,225610,Less than 10000,<1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,yes,good
LON610,no checking,15,existing paid,used car,143000,No Savings,>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,good
LON611,<0,12,existing paid,domestic appliance,81510,10000 - 49999,unemployed,4,female div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,none,yes,bad
LON612,>=200,10,existing paid,new car,136400,10000 - 49999,>=7,1,female div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,bad
LON613,<0,21,existing paid,radio/tv,369270,"1,00000 or Above",<1,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,good
LON614,<0,24,all paid,used car,399520,Less than 10000,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
LON615,no checking,18,delayed previously,furniture/equipment,198880,Less than 10000,4<=X<7,4,female div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,none,yes,bad
LON616,0<=X<200,48,no credits/all paid,business,1342440,No Savings,1<=X<4,2,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON617,0<=X<200,60,delayed previously,radio/tv,1007270,No Savings,1<=X<4,2,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
LON618,<0,6,critical/other existing credit,new car,404360,Less than 10000,1<=X<4,1,male single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,good
LON619,0<=X<200,30,existing paid,furniture/equipment,378510,10000 - 49999,1<=X<4,2,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,bad
LON620,no checking,12,existing paid,new car,70400,Less than 10000,1<=X<4,4,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes,good
LON621,0<=X<200,21,critical/other existing credit,business,401720,Less than 10000,4<=X<7,2,male single,none,3,life insurance,27,none,own,2,skilled,1,none,yes,good
LON622,no checking,18,critical/other existing credit,new car,168300,Less than 10000,1<=X<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,bad
LON623,no checking,48,existing paid,business,430540,No Savings,1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad
LON624,<0,12,existing paid,furniture/equipment,204380,Less than 10000,<1,4,female div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes,good
LON625,<0,18,existing paid,radio/tv,286000,Less than 10000,1<=X<4,4,male single,none,4,no known property,65,none,for free,2,skilled,1,none,yes,bad
LON626,no checking,15,existing paid,radio/tv,217690,No Savings,>=7,4,male single,none,2,car,35,none,own,1,skilled,1,none,yes,good
LON627,>=200,6,existing paid,furniture/equipment,232760,Less than 10000,1<=X<4,2,male single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,good
LON628,0<=X<200,9,all paid,new car,158070,10000 - 49999,4<=X<7,2,male single,none,3,no known property,29,none,own,1,skilled,1,none,yes,bad
LON629,no checking,42,critical/other existing credit,furniture/equipment,444620,50000 - 99999,1<=X<4,4,male single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
LON630,no checking,9,existing paid,education,421520,No Savings,>=7,1,male single,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes,good
LON631,<0,24,existing paid,radio/tv,402600,Less than 10000,1<=X<4,2,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,good
LON632,<0,18,all paid,furniture/equipment,170830,Less than 10000,1<=X<4,4,male single,none,3,car,44,bank,own,1,skilled,1,none,yes,bad
LON633,0<=X<200,15,existing paid,radio/tv,158840,No Savings,<1,4,male single,none,1,life insurance,23,none,own,1,skilled,1,none,yes,good
LON634,no checking,9,existing paid,furniture/equipment,217800,Less than 10000,<1,2,female div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,bad
LON635,0<=X<200,24,existing paid,new car,149050,Less than 10000,<1,3,female div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,bad
LON636,no checking,12,existing paid,education,153230,Less than 10000,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good
LON637,no checking,24,existing paid,radio/tv,151360,50000 - 99999,4<=X<7,4,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,good
LON638,no checking,60,delayed previously,radio/tv,1721830,Less than 10000,4<=X<7,2,male single,none,4,car,21,none,own,2,skilled,1,yes,yes,good
LON639,no checking,12,existing paid,radio/tv,164230,Less than 10000,<1,4,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes,good
LON640,<0,42,delayed previously,radio/tv,480700,Less than 10000,4<=X<7,3,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,bad
LON641,<0,18,existing paid,education,82500,Less than 10000,unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes,bad
LON642,0<=X<200,15,existing paid,repairs,143880,Less than 10000,>=7,4,male single,none,4,car,38,none,own,2,unskilled resident,1,none,yes,good
LON643,no checking,15,existing paid,education,508530,10000 - 49999,1<=X<4,3,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON644,no checking,24,critical/other existing credit,radio/tv,203610,Less than 10000,4<=X<7,4,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good
LON645,<0,18,critical/other existing credit,radio/tv,206800,Less than 10000,4<=X<7,4,male mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON646,no checking,36,delayed previously,business,877800,No Savings,<1,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,yes,bad
LON647,<0,30,no credits/all paid,furniture/equipment,504130,Less than 10000,1<=X<4,2,male div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,good
LON648,no checking,12,existing paid,new car,152460,50000 - 99999,1<=X<4,2,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,bad
LON649,>=200,24,existing paid,new car,104170,Less than 10000,4<=X<7,4,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,bad
LON650,<0,12,existing paid,education,75240,Less than 10000,1<=X<4,4,male single,none,4,car,40,none,rent,1,unskilled resident,2,none,yes,bad
LON651,<0,48,existing paid,education,822360,Less than 10000,4<=X<7,4,male single,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON652,0<=X<200,12,existing paid,furniture/equipment,211420,Less than 10000,1<=X<4,4,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes,bad
LON653,<0,24,existing paid,new car,253330,Less than 10000,>=7,4,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,bad
LON654,0<=X<200,36,delayed previously,new car,889460,10000 - 49999,>=7,2,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
LON655,no checking,24,critical/other existing credit,used car,258060,Less than 10000,4<=X<7,4,male single,none,3,car,35,none,own,2,skilled,1,yes,yes,good
LON656,<0,14,existing paid,new car,437030,Less than 10000,unemployed,1,male single,none,4,no known property,22,none,for free,1,skilled,1,none,yes,good
LON657,0<=X<200,12,existing paid,new car,97680,Less than 10000,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,bad
LON658,no checking,48,existing paid,radio/tv,1124420,No Savings,4<=X<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
LON659,0<=X<200,30,no credits/all paid,business,464310,Less than 10000,1<=X<4,2,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,good
LON660,0<=X<200,18,critical/other existing credit,furniture/equipment,699710,Less than 10000,>=7,2,male single,none,1,no known property,41,none,own,1,skilled,1,yes,yes,good
LON661,>=200,12,existing paid,radio/tv,142670,Less than 10000,1<=X<4,3,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes,good
LON662,<0,12,existing paid,new car,99000,No Savings,1<=X<4,4,male mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,bad
LON663,no checking,21,existing paid,furniture/equipment,246510,Less than 10000,>=7,4,male single,none,2,real estate,50,none,own,2,skilled,1,none,yes,good
LON664,0<=X<200,6,delayed previously,furniture/equipment,115500,Less than 10000,unemployed,4,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON665,>=200,6,critical/other existing credit,education,115170,Less than 10000,1<=X<4,2,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,good
LON666,no checking,24,critical/other existing credit,other,694540,Less than 10000,unemployed,4,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON667,0<=X<200,30,all paid,furniture/equipment,384560,"1,00000 or Above",1<=X<4,4,male single,none,2,car,34,stores,own,1,skilled,2,yes,yes,good
LON668,no checking,48,all paid,business,396990,Less than 10000,1<=X<4,1,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
LON669,<0,12,critical/other existing credit,new car,532730,Less than 10000,>=7,3,male single,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,bad
LON670,>=200,30,critical/other existing credit,radio/tv,331870,Less than 10000,>=7,4,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good
LON671,no checking,24,critical/other existing credit,business,455290,10000 - 49999,1<=X<4,3,male single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,good
LON672,no checking,36,existing paid,business,631620,10000 - 49999,4<=X<7,2,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
LON673,no checking,60,existing paid,new car,1140260,Less than 10000,>=7,2,male single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON674,no checking,6,critical/other existing credit,new car,228800,50000 - 99999,1<=X<4,1,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,good
LON675,no checking,21,delayed previously,business,283800,50000 - 99999,<1,4,male single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,bad
LON676,no checking,30,critical/other existing credit,radio/tv,498300,Less than 10000,4<=X<7,4,female div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
LON677,no checking,24,critical/other existing credit,furniture/equipment,566500,Less than 10000,>=7,4,male single,none,4,car,33,none,own,1,skilled,1,yes,yes,good
LON678,0<=X<200,72,existing paid,radio/tv,615450,10000 - 49999,1<=X<4,2,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,bad
LON679,<0,24,existing paid,radio/tv,262240,Less than 10000,>=7,4,male single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,good
LON680,no checking,18,existing paid,radio/tv,159830,Less than 10000,<1,3,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
LON681,no checking,6,existing paid,education,169180,Less than 10000,<1,1,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,none,yes,good
LON682,no checking,12,existing paid,radio/tv,250690,No Savings,1<=X<4,4,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,good
LON683,no checking,15,delayed previously,radio/tv,162580,Less than 10000,1<=X<4,4,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes,good
LON684,no checking,24,critical/other existing credit,radio/tv,561330,Less than 10000,<1,3,male mar/wid,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,good
LON685,0<=X<200,36,delayed previously,business,1084270,10000 - 49999,4<=X<7,1,male single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,good
LON686,no checking,60,existing paid,new car,717970,No Savings,1<=X<4,4,male single,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,good
LON687,>=200,10,critical/other existing credit,radio/tv,148170,No Savings,4<=X<7,4,male single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,good
LON688,0<=X<200,36,delayed previously,new car,314820,10000 - 49999,>=7,4,male single,none,3,no known property,30,none,for free,1,skilled,1,none,yes,good
LON689,no checking,9,existing paid,radio/tv,302830,10000 - 49999,>=7,3,male single,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,good
LON690,<0,12,existing paid,new car,401610,"1,00000 or Above",1<=X<4,1,male single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,good
LON691,<0,15,critical/other existing credit,furniture/equipment,107250,Less than 10000,1<=X<4,2,male div/sep,none,3,life insurance,25,none,own,2,skilled,1,none,yes,good
LON692,0<=X<200,15,existing paid,repairs,289410,10000 - 49999,1<=X<4,3,female div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,good
LON693,0<=X<200,24,existing paid,radio/tv,318560,10000 - 49999,<1,2,male single,none,1,car,29,none,own,1,skilled,1,none,yes,good
LON694,<0,6,critical/other existing credit,new car,518760,No Savings,<1,1,male single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,good
LON695,no checking,24,existing paid,radio/tv,251240,Less than 10000,4<=X<7,4,male single,none,2,car,28,none,own,1,skilled,1,yes,yes,good
LON696,no checking,6,existing paid,used car,135960,50000 - 99999,1<=X<4,2,male single,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,good
LON697,0<=X<200,12,existing paid,radio/tv,121330,Less than 10000,4<=X<7,4,male single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,good
LON698,no checking,12,critical/other existing credit,new car,101860,Less than 10000,unemployed,1,female div/dep/mar,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes,good
LON699,no checking,18,critical/other existing credit,radio/tv,198000,Less than 10000,1<=X<4,4,male single,none,2,car,24,none,own,2,skilled,1,none,yes,good
LON700,>=200,15,existing paid,education,209550,Less than 10000,>=7,4,male single,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
LON701,no checking,12,existing paid,furniture/equipment,123530,50000 - 99999,1<=X<4,4,female div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,yes,bad
LON702,<0,48,critical/other existing credit,used car,696410,Less than 10000,>=7,4,male single,none,4,no known property,46,none,for free,2,skilled,1,yes,yes,bad
LON703,>=200,24,existing paid,radio/tv,151470,10000 - 49999,>=7,4,female div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,yes,good
LON704,0<=X<200,30,delayed previously,business,275330,10000 - 49999,>=7,4,male single,none,2,life insurance,41,stores,own,2,skilled,1,none,yes,good
LON705,0<=X<200,27,existing paid,business,278080,Less than 10000,<1,4,female div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,good
LON706,no checking,15,existing paid,new car,585640,50000 - 99999,>=7,1,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,good
LON707,0<=X<200,48,existing paid,new car,721600,10000 - 49999,4<=X<7,3,male single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,bad
LON708,0<=X<200,12,no credits/all paid,furniture/equipment,326590,Less than 10000,<1,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,bad
LON709,0<=X<200,9,existing paid,radio/tv,132660,Less than 10000,>=7,4,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,yes,good
LON710,0<=X<200,9,existing paid,radio/tv,232980,Less than 10000,1<=X<4,2,male single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes,good
LON711,no checking,18,critical/other existing credit,radio/tv,69190,50000 - 99999,>=7,4,male single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON712,<0,6,all paid,education,131780,Less than 10000,>=7,4,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,bad
LON713,no checking,21,existing paid,used car,272360,No Savings,>=7,4,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON714,<0,9,critical/other existing credit,radio/tv,125180,Less than 10000,1<=X<4,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,good
LON715,0<=X<200,60,existing paid,new car,1542970,Less than 10000,4<=X<7,4,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON716,no checking,30,critical/other existing credit,used car,835560,No Savings,>=7,1,male single,none,4,car,63,none,own,2,skilled,1,none,yes,good
LON717,no checking,30,critical/other existing credit,radio/tv,338470,No Savings,>=7,3,male single,none,2,car,40,none,own,2,skilled,2,yes,yes,good
LON718,no checking,18,existing paid,radio/tv,165550,Less than 10000,1<=X<4,4,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON719,>=200,24,critical/other existing credit,radio/tv,346280,No Savings,1<=X<4,3,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
LON720,0<=X<200,20,no credits/all paid,used car,676280,10000 - 49999,>=7,3,male mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,good
LON721,>=200,9,no credits/all paid,radio/tv,147070,Less than 10000,<1,4,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
